PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
224164122,20061932,4,2020-03-30T19:14:00,"2100 Block Wylie Ave Pittsburgh, PA 15219",N,Middle Hill,2,AGG-ASSAULT,2702 Aggravated Assault.,501,6,3,-79.979247488563,40.4448902812774
224166099,20061962,6,2020-03-30T19:57:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 9501 Bench Warrant",2304,1,1,-80.0009078039902,40.4508935599436
224211134,20062435,6,2020-03-31T17:10:00,"6700 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood West,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 3304 Criminal Mischief.,1207,9,2,-79.908011866878,40.458666406458
224211359,20062479,99,2020-03-31T18:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
223434523,20053161,13,2020-03-16T20:20:00,"5400 Block Hillcrest St Pittsburgh, PA 15206",Y,Garfield,5,RECEIVING STOLEN PROPERTY,"3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 1543 Driving While Operating Privilege is Suspended or Revoked.",1114,,,0,0
223902151,20058262,6,2020-03-25T01:45:00,"800 Block N Negley Ave Pittsburgh, PA 15206",N,Highland Park,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1102,8,2,-79.931149752904,40.4518393499468
223979594,20058908,0,2020-03-26T00:04:00,"60 Block Ruth St Pittsburgh, PA 15211",N,Mount Washington,3,99,9999 9999 - (Misc. Incident): ,1807,2,5,-80.0052467558732,40.4248480442866
224038717,20058856,6,2020-03-25T21:46:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,Shadyside,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,706,,,0,0
224130310,20061253,26,2020-03-29T15:00:00,"200 Block Faith Dr Pittsburgh, PA 15217",N,Squirrel Hill South,4,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1414,,,0,0
224131365,20061305,6,2020-03-29T13:00:00,"1400 Block Browning Rd Pittsburgh, PA 15206",N,Highland Park,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 9999 9999 - (Misc. Incident): Auto Theft,1106,7,2,-79.916287984912,40.4761331734011
224147540,20061670,27,2020-03-30T09:40:00,"5500 Block Fair Oaks St Pittsburgh, PA 15217",N,Squirrel Hill North,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1402,8,3,-79.9299024521414,40.4453090451424
224148084,20061681,6,2020-03-30T08:50:00,"3800 Block East St Pittsburgh, PA 15214",N,Perry North,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304(a)(2) CRIMINAL MISCHIEF- Tamper With Property (So As To Endanger Person or Property),2602,1,1,-80.0151443694251,40.4881588947756
224148292,20061696,6,2020-03-30T10:25:00,"500 Block East End Ave Pittsburgh, PA 15221",N,Point Breeze,4,THEFT FROM AUTO,3934 Theft from Vehicle,1406,9,3,-79.8958108509806,40.4427513096495
224150229,20061721,11,2020-03-30T08:40:00,"800 Block Lilac St Pittsburgh, PA 15217",N,Greenfield,4,CREDIT CARDS,4106 Access Device Fraud,1517,5,3,-79.9353560634026,40.4249305800417
224151371,20061762,6,2020-03-26T20:30:00,"1100 Block N Negley Ave Pittsburgh, PA 15206",N,Highland Park,5,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1102,7,2,-79.9241774631546,40.4754707975804
223362032,20052452,99,2020-03-15T15:38:00,"1700 Block Walz St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2620,1,1,-79.991107710166,40.4639206708089
223367830,20052563,99,2020-03-15T20:15:00,"3000 Block Merwyn Ave Pittsburgh, PA 15204",N,Sheraden,6,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2018,2,5,-80.0518596858958,40.4572755472928
223371005,20052557,29,2020-03-15T20:03:00,"7300 Block Butler St Pittsburgh, PA 15201",N,Morningside,5,RUNAWAYS - JUVENILE,029 Missing Juvenile / 9999 9999 - (Misc. Incident): ,1014,7,2,-79.9213476044596,40.4879396949996
223371112,20052631,99,2020-03-15T22:57:00,"1600 Block Brighton Pl Pittsburgh, PA 15212",N,California-Kirkbride,1,AIDED CASE,9497 Aided Case / 9998 Overdose Other,2507,6,1,-80.0169657659041,40.4578827996754
223408802,20052906,29,2020-03-15T20:49:00,"700 Block N Taylor Pittsburgh, PA 15212",N,Summer Hill,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2612,1,1,-80.0144463186435,40.4562596614061
223439732,20053240,10,2020-03-16T22:37:00,"2400 Block Allequippa St Pittsburgh, PA 15213",N,Terrace Village,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",510,,,0,0
223418300,20052953,10,2020-03-16T13:35:00,"1200 Block Adon St Pittsburgh, PA 15204",Y,Sheraden,6,SIMPLE ASSAULT,2701 Simple Assault.,2022,2,5,-80.0617672475153,40.4531311734793
223527244,20053781,99,2020-03-17T20:00:00,"7400 Block Stranahan St Pittsburgh, PA 15206",N,Homewood North,5,MENTAL 201/302,9498 302 (Mental),1301,9,2,-79.8898520979042,40.4614074647197
223606327,20053852,0,2020-03-17T21:50:00,"800 Block Lorenz Ave Pittsburgh, PA 15220",N,Elliott,6,99,8106 Shots Fired,2020,,,0,0
223620662,20054467,0,2020-03-18T23:55:00,"2700 Block Glen Mawr St Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2018,2,5,-80.0492559577887,40.4532999321777
223716643,20055781,99,2020-03-20T18:00:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,DRUG INVESTIGATION,9124 Drug Investigation,1803,3,5,-79.9937050598573,40.4218022561637
223723267,20055990,10,2020-03-20T10:30:00,"900 Block Heths Ave Pittsburgh, PA 15206",N,Highland Park,5,HARRASSMENT,2709(a) Harassment.,1102,7,2,-79.9282911537691,40.4742149712017
-3320006462,20055987,99,2020-03-21T09:32:00,"1400 Block Mellon St Pittsburgh, PA 15206",N,Highland Park,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1102,7,2,-79.9207644870354,40.4779378356601
223732107,20056238,99,2020-03-21T18:21:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",Y,Allentown,3,FOUND PROPERTY,9489 Found Property,1803,3,5,-79.9937050598573,40.4218022561637
223734328,20056247,6,2020-03-16T08:37:00,"1300 Block W Sycamore St Pittsburgh, PA 15211",N,Duquesne Heights,3,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1911,,,0,0
223750941,20056523,10,2020-03-22T05:31:00,"1800 Block Fallowfield Ave Pittsburgh, PA 15216",Y,Beechview,6,SIMPLE ASSAULT,2701 Simple Assault.,1920,4,5,-80.0237655828259,40.407456520326
223523388,20052575,0,2020-03-15T19:51:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,99,3503(b.1) Criminal Trespass - Simple Trespasser,1115,,,0,0
223528128,20053815,10,2020-03-17T20:30:00,"1000 Block Roseanne Ave Pittsburgh, PA 15216",Y,Banksville,6,SIMPLE ASSAULT,2701 Simple Assault.,2023,2,5,-80.0340044074916,40.4086237041885
223716219,20055746,11,2020-03-20T20:44:00,"6500 Block Beacon St NE Pittsburgh, PA 15217",N,Squirrel Hill South,4,CREDIT CARDS,4106 Access Device Fraud,1408,5,3,-79.9163893345222,40.4344456767674
223732144,20056148,3,2020-03-21T17:35:00,"900 Block Chartiers Ave Pittsburgh, PA 15220",Y,Elliott,6,ROBBERY,3701 Robbery. / 2701 Simple Assault. / 4914 False Identification to Law Enforcement Authorities / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2020,2,5,-80.0396862307786,40.4434777498736
223732543,20056158,0,2020-03-21T16:30:00,"800 Block Benton Ave Pittsburgh, PA 15212",N,Brighton Heights,1,99,473.02 (b) Deposit or Dump Trash,2708,,,0,0
223734741,20056260,6,2020-03-18T00:30:00,"5100 Block Roma Way Pittsburgh, PA 15207",N,Hazelwood,4,THEFT FROM AUTO,3934 Theft from Vehicle,1501,,,0,0
223736442,20056309,6,2020-03-21T17:20:00,"N Highland Ave & Bunkerhill St Pittsburgh, PA 15206",N,Highland Park,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1106,7,2,-79.9161782864025,40.4784882478065
224074602,20059939,18,2020-03-27T13:35:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",Y,Fineview,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,2509,6,1,-80.0069833937371,40.460310552493
224093592,20060403,27,2020-03-28T09:05:00,"Baum Blvd & S Millvale Ave Pittsburgh, PA 15213",N,Bloomfield,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,804,7,2,-79.9476768944963,40.4543908712164
223686102,20055266,6,2020-03-20T03:15:00,"900 Block Logue St Pittsburgh, PA 15205",N,Crafton Heights,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2814,,,0,0
224132841,20061367,26,2020-03-29T19:48:00,"400 Block Garner Ct Pittsburgh, PA 15213",N,Terrace Village,2,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,511,6,3,-79.9699831353288,40.4424262198397
224219848,20062587,99,2020-03-31T21:18:00,"6200 Block Broad St Pittsburgh, PA 15206",N,East Liberty,5,AIDED CASE,9497 Aided Case,1115,9,2,-79.9220514004315,40.4616553224018
-3414001396,20063220,27,2020-04-01T22:05:00,"Frankstown Ave & N Homewood Ave Pittsburgh, PA 15208",N,Homewood North,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1302,9,2,-79.8963011488784,40.457404655664
224337208,20064174,0,2020-04-03T11:28:00,"1400 Block Eckert St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9997 Overdose Death,2715,1,1,-80.0324771320877,40.4715360646099
224355396,20064506,6,2020-04-03T14:00:00,"70 Block Beltzhoover Ave Pittsburgh, PA 15210",N,Allentown,3,THEFT,"3921 Theft by Unlawful Taking or Disposition. / 1333 Lost, Stolen, Damaged or Illegible Registration Plate.",1803,3,5,-79.9976841004109,40.4233470651495
224390105,20065336,6,2020-03-27T08:00:00,"3200 Block McClure Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2703,1,1,-80.0348626165511,40.4742503921227
224399552,20065659,6,2020-04-05T23:40:00,"5200 Block Glenwood Ave Pittsburgh, PA 15207",N,Hazelwood,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1515,5,3,-79.9397268915938,40.4064431967561
223411812,20052927,5,2020-03-16T12:45:00,"5400 Block Stanton Ave Pittsburgh, PA 15206",N,East Liberty,5,BURGLARY,3502 Burglary.,1113,7,2,-79.9304286614509,40.4728744308513
223572218,20054128,26,2020-03-18T10:15:00,"400 Block Edith St Pittsburgh, PA 15211",Y,Duquesne Heights,2,CRIMINAL TRESPASS,3503 Criminal Trespass / 903 Criminal Conspiracy.,103,,,0,0
223599775,20054362,99,2020-03-18T18:00:00,"300 Block E Agnew Ave Pittsburgh, PA 15210",N,Carrick,3,DRUG INVESTIGATION,9124 Drug Investigation,2902,4,3,-79.9823629412338,40.3963535687056
223654743,20054817,6,2020-03-19T13:38:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",201,6,6,-80.0020771081555,40.4412363988277
223655014,20054811,24,2020-03-19T13:52:00,"Tripoli St & East St Pittsburgh, PA 15212",Y,East Allegheny,1,OBSTRUCT HIGHWAYS/PUB PASSAGES,5507 Obstructing Highways and Passages.,2304,1,1,-79.9986635968411,40.4564265147724
223666808,20054876,0,2020-03-19T16:04:00,"200 Block 4th Ave Pittsburgh, PA 15222",Y,Central Business District,2,99,601.16 Public Urination And Defecation,201,,,-79.8853415446299,40.3884689003287
223668582,20054940,0,2020-03-19T17:54:00,"3100 Block Banksville Ave Pittsburgh, PA 15216",N,Banksville,6,99,9998 Overdose Other,2023,2,5,-80.0434542351477,40.4010772517516
223669194,20054791,0,2020-03-19T18:38:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9994 PFA Service,509,6,3,-79.9738397090324,40.4509833047534
223524061,20053762,10,2020-03-17T18:35:00,"600 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-80.0016237646793,40.4417809547139
223599305,20054310,0,2020-03-18T18:00:00,"200 Block Jasper St Pittsburgh, PA 15211",N,Mount Washington,3,99,"3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",1915,2,5,-80.0104094131277,40.4214454621328
223606500,20054391,99,2020-03-18T21:01:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
223654731,20054812,14,2020-03-19T13:50:00,"2200 Block East Hills Dr Pittsburgh, PA 15221",N,East Hills,5,CRIM MISCHIEF,3304 Criminal Mischief.,1306,9,2,-79.8730925207885,40.4539041976002
223655650,20054804,9,2020-03-19T00:01:00,"6900 Block 5th Ave Pittsburgh, PA 15208",N,Larimer,5,FORGERY,4101 Forgery. / 4120 Identity Theft,1208,9,2,-79.9089237015002,40.4574995380053
223665892,20054870,10,2020-03-19T15:00:00,"400 Block Kirkpatrick St Pittsburgh, PA 15219",N,Middle Hill,2,HARRASSMENT,2709(a) Harassment.,501,6,3,-79.975626677445,40.4444734886519
223670084,20054989,0,2020-03-19T18:15:00,"1900 Block Pauline Ave Pittsburgh, PA 15216",N,Beechview,6,99,9999 9999 - (Misc. Incident): ,1920,,,0,0
223676650,20055121,99,2020-03-19T22:36:00,"3200 Block Central Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2715,1,1,-80.0273883588974,40.4752511144188
223676700,20055149,29,2020-03-19T22:36:00,"3200 Block Central Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2715,1,1,-80.0273883588974,40.4752511144188
223736723,20056280,99,2020-03-21T20:10:00,"400 Block Walde St Pittsburgh, PA 15210",N,Mount Oliver,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1607,3,3,-79.9815374798839,40.4104760659298
223737861,20056305,14,2020-03-21T20:43:00,"300 Block Flowers Ave Pittsburgh, PA 15207",N,Hazelwood,4,CRIM MISCHIEF,3304 Criminal Mischief.,1515,5,3,-79.9405634200279,40.4108662860762
223738993,20056314,99,2020-03-21T21:42:00,"1000 Block Chartiers Ave Pittsburgh, PA 15220",N,Elliott,6,AIDED CASE,9497 Aided Case,2020,2,5,-80.0406106283708,40.4442082382811
223747508,20056370,5,2020-03-21T23:46:00,"4400 Block Highridge St Pittsburgh, PA 15214",Y,Summer Hill,1,BURGLARY,3502 Burglary. / 2701 Simple Assault. / 2709(a) Harassment. / 2902 Unlawful Restraint.,2612,1,1,-80.0153897483957,40.498015085707
223765544,20056949,14,2020-03-22T23:45:00,"200 Block Reifert St Pittsburgh, PA 15210",N,Knoxville,3,CRIM MISCHIEF,3304 Criminal Mischief.,3001,3,5,-79.9921143140098,40.4081378138273
223437957,20053220,99,2020-03-16T21:28:00,"1700 Block Arlington Ave Pittsburgh, PA 15210",N,South Side Slopes,3,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1706,3,0,-79.9864357729389,40.4176189902752
223708592,20055498,99,2020-03-20T14:01:00,"Avery St & Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2304,1,1,-80.0014948952304,40.4526987785049
224060057,20059786,5,2020-03-27T06:05:00,"400 Block East End Ave Pittsburgh, PA 15221",N,Point Breeze,4,BURGLARY,3502 Burglary.,1406,9,3,-79.8949768636498,40.4442251530698
224130389,20061274,0,2020-03-29T17:49:00,"200 Block Cairo St Pittsburgh, PA 15211",N,Mount Washington,3,99,9999 9999 - (Misc. Incident): ,1914,2,5,-80.0131782472458,40.4262115549324
224130958,20061152,6,2020-03-29T14:28:00,"1300 Block Beechview Ave Pittsburgh, PA 15216",Y,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1916,4,5,-80.0253025123728,40.4162005684387
224132416,20061235,23,2020-03-29T16:38:00,"Hazelwood Ave & Frank St Pittsburgh, PA 15207",Y,Hazelwood,4,PUBLIC DRUNKENESS,5505 Public Drunkenness / 7513 Restriction on Alcoholic Beverages - Open Container,1515,5,3,-79.9331093956498,40.4198057904757
-3314015338,20053937,99,2020-03-18T02:08:00,"300 Block Albert St Pittsburgh, PA 15211",N,Mount Washington,3,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1915,2,5,-80.0068812392676,40.4226439756736
223673613,20054985,5,2020-03-19T18:48:00,"5300 Block Kent Way Pittsburgh, PA 15201",N,Upper Lawrenceville,2,BURGLARY,3502 Burglary. / 901 Criminal Attempt,1011,7,2,-79.9506150773067,40.4808123317371
223673982,20055096,99,2020-03-19T21:00:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,DRUG INVESTIGATION,9124 Drug Investigation,2507,6,1,-80.0165685056208,40.4568744092444
224431960,20066245,4,2020-04-06T23:51:00,"3000 Block Arlington Ave Pittsburgh, PA 15210",N,Arlington Heights,3,AGG-ASSAULT,2702 Aggravated Assault.,1604,,,0,0
224474315,20066610,14,2020-04-03T21:45:00,"600 Block Greenfield Ave Pittsburgh, PA 15217",N,Greenfield,4,CRIM MISCHIEF,3304 Criminal Mischief.,1517,5,3,-79.9397533315238,40.4261934407938
224474598,20066626,10,2020-04-07T15:30:00,"1000 Block Sheffield St Pittsburgh, PA 15233",N,Manchester,1,HARRASSMENT,2709 Harassment (Non-Specific),2107,,,0,0
224504661,20067239,29,2020-04-08T16:30:00,"3200 Block Orleans St Pittsburgh, PA 15214",N,Perry North,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2607,1,1,-80.0108689504231,40.4789206292682
223673646,20054977,99,2020-03-19T19:04:00,"1600 Block Duffield St Pittsburgh, PA 15206",Y,Morningside,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1014,7,2,-79.9304536463093,40.4828865763542
223674455,20055098,6,2020-03-19T20:50:00,"1200 Block Woods Run Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT FROM AUTO,3934 Theft from Vehicle,2715,,,-79.8836651865202,40.4453528891864
223675667,20055118,18,2020-03-19T22:20:00,"Lamar St & Sunset Ave Pittsburgh, PA 15212",Y,Northview Heights,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,2609,1,1,-80.0005035276589,40.4741846671145
223697788,20055680,10,2020-03-20T08:57:00,"2400 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2705 Recklessly Endangering Another Person. / 4304(a)(1) Endangering Welfare of Children. / 2901 Kidnapping. / 2901 Kidnapping.,1306,9,2,-79.8738685039552,40.4558486470446
223708835,20055505,0,2020-03-20T13:00:00,"100 Block Renova St Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): ,1515,5,3,-79.939407347628,40.4004908762191
223714217,20055660,5,2020-03-20T17:30:00,"100 Block Stratford Ave Pittsburgh, PA 15206",N,Friendship,5,BURGLARY,3502 Burglary.,807,9,2,-79.9316217789805,40.4637955966866
223715474,20055679,6,2020-03-20T18:53:00,"Hillcrest St & Wicklow St Pittsburgh, PA 15224",N,Garfield,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1016,9,2,-79.9355503220037,40.4678282404861
223724409,20056012,14,2020-03-21T10:14:00,"500 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,6,6,-80.0035931077627,40.4412175503666
223731301,20056150,27,2020-03-21T13:00:00,"1700 Block Carey Way Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9820655299528,40.4283778809322
223731902,20056212,0,2020-03-21T15:00:00,"200 Block Overbrook Blvd Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2904,4,3,-79.9880441989953,40.3892761630391
223385723,20052823,6,2020-03-16T09:20:00,"6300 Block Shakespeare St Pittsburgh, PA 15206",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,708,,,0,0
223393733,20052842,0,2020-03-16T10:15:00,"600 Block Frayne St Pittsburgh, PA 15207",Y,Hazelwood,4,99,517.8 Home Improvement Fraud,1515,5,3,-79.9357677397677,40.4174617510744
223408891,20052940,14,2020-03-16T11:40:00,"6600 Block Rowan St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,3304 Criminal Mischief.,1203,9,2,-79.9045384779846,40.4651182799984
223589492,20054289,11,2020-03-18T12:00:00,"1300 Block Amanda Ave Pittsburgh, PA 15210",N,Bluff,3,IDENTITY THEFT,4120 Identity Theft,103,4,3,-79.9889024327298,40.4032190135796
223734818,20056266,99,2020-03-21T19:30:00,"100 Block Tecumseh St Pittsburgh, PA 15207",N,Hazelwood,4,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1515,,,0,0
223746703,20056253,15,2020-03-21T19:06:00,"1000 Block Wheeler St Pittsburgh, PA 15221",Y,Homewood North,5,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(32) Paraphernalia - Use or Possession / 4914 False Identification to Law Enforcement Authorities / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",1301,9,2,-79.8845139185242,40.4576810381164
223762824,20056880,6,2020-03-22T12:00:00,"3100 Block Shadeland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2715,1,1,-80.0314333258072,40.4733375827736
223889205,20058040,0,2020-03-24T17:41:00,"2800 Block Norabell Ave Pittsburgh, PA 15226",N,Brookline,6,99,9998 Overdose Other,1918,4,5,-80.0162342646152,40.3874735475304
223611191,20054376,0,2020-03-18T19:00:00,"6400 Block Penn Ave Pittsburgh, PA 15206",Y,Larimer,5,99,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE / 627.02(b)(ii) Smoking a small amount of marijuana in any public space,1208,9,2,-79.917435063919,40.4575134909614
-3452000112,20054887,10,2020-03-19T16:28:00,"4200 Block Murray Ave Pittsburgh, PA 15217",Y,Greenfield,4,HARRASSMENT,2709(a) Harassment.,1517,5,3,-79.9286739194019,40.423189692055
223670529,20054972,0,2020-03-19T18:30:00,"400 Block Bailey Ave Pittsburgh, PA 15211",N,Mount Washington,3,99,9999 9999 - (Misc. Incident): ,1807,3,5,-79.9998207026968,40.4266947312432
223671841,20055002,99,2020-03-19T19:04:00,"100 Block N Craig St Pittsburgh, PA 15213",Y,North Oakland,4,AIDED CASE,9497 Aided Case,404,,,-79.8783824278341,40.4433210032603
223714211,20055618,6,2020-03-20T17:24:00,"200 Block S Highland Ave Pittsburgh, PA 15232",N,Shadyside,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 903 Criminal Conspiracy.,705,8,2,-79.9252961319403,40.4587558589122
223714501,20055650,0,2020-03-20T18:15:00,"5800 Block Forbes Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,99,627.02(b)(i) Possessing a small amount of marijuana,1408,5,3,-79.9228071341134,40.4379109890663
223827309,20057367,6,2020-03-23T16:13:00,"7600 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze North,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1405,9,3,-79.8951355743265,40.4471228791488
223735545,20056291,10,2020-03-21T20:18:00,"400 Block Bailey Ave Pittsburgh, PA 15211",N,Mount Washington,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1807,3,5,-79.9998207026968,40.4266947312432
223834019,20057461,11,2020-03-23T18:39:00,"5200 Block Penn Byp Pittsburgh, PA 15224",N,Garfield,5,CREDIT CARDS,4106 Access Device Fraud,1017,7,2,-79.9393754845713,40.464224288347
223893010,20058121,6,2020-03-24T19:00:00,"5600 Block Stanton Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1113,9,2,-79.9262526563548,40.4715111797246
223896203,20058164,6,2020-03-24T18:50:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.9818723137217,40.4285931755254
224119976,20060984,6,2020-03-28T19:00:00,"1400 Block Sandusky St N Pittsburgh, PA 15212",N,Central North Side,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2206,6,1,-80.0051262152116,40.4577151975492
224134713,20061296,4,2020-03-29T17:43:00,"Black St & N Negley Ave Pittsburgh, PA 15206",N,East Liberty,5,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 3304 Criminal Mischief.,1113,9,2,-79.9275024018975,40.4687577413365
223609319,20054431,99,2020-03-18T21:34:00,"4000 Block Brandon Rd Pittsburgh, PA 15212",Y,Brighton Heights,1,AIDED CASE,9497 Aided Case,2708,1,1,-80.0405042752391,40.4883730758283
223678153,20055182,10,2020-03-20T01:15:00,"100 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,HARRASSMENT,2709 Harassment (Non-Specific),404,,,-79.8783824278341,40.4433210032603
